EWL_1,RMS_1,MMAV2_1,DASDV_1,MFL_1,EWL_2,RMS_2,MMAV2_2,DASDV_2,MFL_2,EWL_3,RMS_3,MMAV2_3,DASDV_3,MFL_3,EWL_4,RMS_4,MMAV2_4,DASDV_4,MFL_4,EWL_5,RMS_5,MMAV2_5,DASDV_5,MFL_5,EWL_6,RMS_6,MMAV2_6,DASDV_6,MFL_6,EWL_7,RMS_7,MMAV2_7,DASDV_7,MFL_7,EWL_8,RMS_8,MMAV2_8,DASDV_8,MFL_8,Label
0.41229925205637946,0.2902685040590714,0.25199781406973987,0.45024442145807814,1.3025318758039788,0.21892941379028955,0.11641719625675928,0.07637509441006736,0.19467431393233647,0.5742525002739445,0.3179396914012943,0.23824038083808582,0.1595839996418361,0.4035658143500149,1.207463935555081,0.4551242292225339,0.3497796210028685,0.20399787283187534,0.5939869497227602,1.5431890013085794,0.3429956101741051,0.25783894386391293,0.2942716498371662,0.4240318544464509,1.2504321610409048,0.600407135732883,0.46737038470498254,0.2971231666772541,0.8067778462984803,1.8091431230036967,0.7351858853732262,0.543747092297311,0.4985330177356623,0.9140741182901889,1.9175980190178654,0.47180889512479424,0.3453335507585897,0.24449667113683465,0.5547569385214428,1.483840680191962,1
0.2854374194991695,0.1944894711190052,0.15173990806389764,0.31049876848453367,0.9797549585893691,0.19925656304973327,0.12054016558464359,0.07386329914858618,0.20694740348623383,0.6273551581858697,0.15116875010853797,0.1223619057720144,0.1554431456409568,0.1959319814522124,0.5798458556079032,0.19536749996477695,0.15626371785737736,0.20893603205231098,0.2265712889601916,0.7060449453154856,0.3036373223339255,0.24575818029000493,0.11761222051977002,0.39263769689146055,1.1836191817939405,0.2938673086613725,0.29050310326004436,0.41089321864055706,0.48964512858281106,1.375398070843471,0.38312431622069054,0.3216676733560346,0.4130760612230133,0.552291542935995,1.4799719807213447,0.2737003120951604,0.21605347202937425,0.2088498484337595,0.34397385317423695,1.0686860573352455,1
0.1409589890435152,0.11195015936365797,0.15153985633388692,0.20234128486543243,0.6078042014635249,0.11192152120873404,0.07887946955751685,0.09365095272583812,0.14132778280485306,0.2960902859206747,0.08313286755814592,0.03979122643424795,0.029829103563007234,0.06212382126436869,-0.4178484823458085,0.12279461737887522,0.0724926238906247,0.08008837562244779,0.11083039792488647,0.08495297965019598,0.2696703913392497,0.2350832131610896,0.31345574607188786,0.3794467950796118,1.1539369725929374,0.07924227196331157,0.037670922887727484,0.04506015192442759,0.06194907275210615,-0.42029518483889633,0.1046146649322081,0.07415085068283815,0.07469675733253517,0.12910252877704204,0.21750469265726122,0.11706553543765909,0.08639527224984739,0.12211064956421597,0.14772593978939363,0.33454871762848626,0
0.05417709326677689,0.018287592594499025,0.014470060262055889,0.029123874266545037,-1.0758665105034841,0.05319329931215211,0.018773346202884504,0.017078483259083,0.028784126350242873,-1.086058700649857,0.07885569521700136,0.033968726015908356,0.02238316299943467,0.05282615144189663,-0.5586668612736918,0.10475012507260173,0.04580999570918059,0.025587899990348887,0.07720604487017764,-0.22906219563805602,0.11988429845729974,0.06050253191793738,0.03624523858952657,0.1031919548198067,0.02292687380084106,0.06249799637010175,0.02748550867784786,0.021074583944923665,0.039584440882477014,-0.8093157753046879,0.06763967444395048,0.02418751251553718,0.01641396441147372,0.0392057570699359,-0.8176651162531853,0.04414243705323296,0.014748898170884126,0.012648416270600461,0.02105981071631883,-1.3574558784677757,0
0.10422761866637947,0.060890250460057346,0.01796594752575556,0.0940726611507975,-0.05743794614475628,0.061636796471869815,0.025184631805878724,0.013558854803078564,0.037514984929219466,-0.855955252765609,0.0886822072314539,0.03815498284166984,0.02650612387968356,0.059699824382132935,-0.4524186982520124,0.12580421508570921,0.05976157617728271,0.039645155123114485,0.0987764328909836,-0.015058128500419186,0.18015873017409462,0.13394850191742394,0.03820746977018496,0.22613555283577833,0.704372888828895,0.14562342962501248,0.09078669464461112,0.03239641000745423,0.15004152302101043,0.34805812235395533,0.15971075754993372,0.1498449155173062,0.032482167549401544,0.23922749111202302,0.753257365901039,0.08599068259905518,0.05011923986376972,0.0191607151770278,0.07603872565560368,-0.24229514570624763,0
0.3361665396687499,0.23351988333911633,0.07415601094533329,0.3972095609953672,1.1936745817847982,0.13692032857730657,0.07807780707356737,0.029194788335256308,0.11969084764332957,0.1517570798721091,0.23149884092260556,0.16069706140433507,0.05867063606970174,0.25499082039697657,0.8086842870521467,0.3100264704049081,0.23046033070683464,0.060426541182153605,0.41264663481217895,1.2267918100594146,0.30647510452455334,0.21434402498359018,0.10476454417530454,0.33848790527453276,1.0547215050926224,0.4299766339077921,0.3330159911261807,0.094702361013962,0.5585553938907452,1.4897676947760823,0.5693485267594303,0.4969683828126682,0.10428617188354064,0.8012167725533134,1.803135258943741,0.35241846533888266,0.28907631473121514,0.05774767235145038,0.4934976745088165,1.38220541559825,1
0.43087895998963,0.27719037123484125,0.2375529332262353,0.4608192271558476,1.3226963770662405,0.18422843682741558,0.09501464193705188,0.06335059854358867,0.14984505851810806,0.3469200459349406,0.3104677956181335,0.2003293158208603,0.1144393683863076,0.33152304160904017,1.03666263109514,0.3933664070025887,0.26809630462873263,0.1821366606788216,0.4772351858714159,1.353100106783843,0.24119410311442355,0.17720230998484693,0.20377558273324325,0.2686511291232307,0.854012535037595,0.565761108211368,0.4132519756342193,0.2711481654123322,0.685157678393415,1.6672162528404992,0.8126296260340112,0.6219398376916024,0.4950550236641037,1.0040093863372002,1.999110740564946,0.4963101516260009,0.343895204692073,0.22549762317884167,0.5807717543019021,1.5236461673882473,1
0.2773542324702675,0.18156371824741352,0.16672078415122882,0.2841476481645573,0.9027233262449744,0.16471804763947048,0.08110332115783635,0.06850655395613976,0.13797348294422693,0.27522644975400645,0.16734390840764354,0.12554710612462833,0.12788297856866937,0.21931652209261351,0.6777778951013899,0.22574050233518017,0.15840989396898408,0.17626728970505603,0.27039399173555645,0.8596292689512147,0.22186068631619024,0.16991356203086636,0.08518831770279486,0.25577766477192204,0.8113604305527766,0.32281365937475615,0.2713049236704713,0.3225649630143909,0.43171222278305676,1.266023884043925,0.44360351128346226,0.4077843306688384,0.5386190062248958,0.6576906677415082,1.6316785536175036,0.2880546221733806,0.2090247698019391,0.2589218846770752,0.33792448307254636,1.0532745108381691,1
0.12543492309472945,0.08529382864801686,0.08618165413261406,0.1297545659262505,0.22188049290537534,0.10596812449756784,0.058236455108606026,0.058050383913367094,0.09631575356385838,-0.036970151687030606,0.08086987061562004,0.03709078963284364,0.02441803517972463,0.05790960171635517,-0.47886364939113313,0.13818309062891948,0.07097520104353058,0.03841858956586266,0.1150945572665751,0.1177447679217388,0.19323562511033224,0.1633560375164741,0.04638738078216478,0.24206723986641357,0.7635072310775384,0.11470552138356911,0.07964045380102765,0.06408410134246323,0.12849470177165906,0.21340563609917845,0.10738806471847667,0.06785267671145312,0.07254597861653161,0.11017392662417835,0.07979285072470974,0.1121191490487579,0.08216936790594997,0.04619217536701549,0.13816548220563726,0.2764343087485078,0
0.04366389881836924,0.015082966786984193,0.01574036808872158,0.02194178670597901,-1.3218208273887135,0.05550007236033782,0.01913878457566309,0.01711307369940634,0.02900938599979955,-1.0792877317833953,0.09103660091272943,0.03907171503433764,0.02784963720574783,0.06405700546880194,-0.3912315405174578,0.114140676819638,0.046163316529332706,0.03939118933425282,0.07880437458517721,-0.2112641520104035,0.07126444586449407,0.02504368144567914,0.024528201890544468,0.041645515663600134,-0.7652283174415949,0.06883331085492897,0.026193003208665737,0.022806525216792658,0.042458062944612206,-0.7484444522924625,0.049560269289478036,0.0180882087773618,0.015581400692943064,0.026037977837475027,-1.1731502993833496,0.04392101105684228,0.015306916739315904,0.016268414911716995,0.022988785637750916,-1.2813327440951265,0
0.044981412830006166,0.014910465776531583,0.011274625252804378,0.02428855643006595,-1.2335613981130527,0.04705661312853192,0.014993259692645316,0.012825052219313564,0.023866549332564477,-1.2487855404225763,0.07844334821501905,0.03327143409099071,0.032262995035187654,0.05237741325699264,-0.5660767128312936,0.09086457144494332,0.03828053697801458,0.026701732520130556,0.061148614702869045,-0.43159155996657506,0.05222188147457663,0.0159469207933526,0.013334810195718916,0.025034878401131687,-1.2072738328138217,0.06876985703308275,0.025452208815433704,0.01598648189713168,0.042911581829756844,-0.7392157573544618,0.0504843382896388,0.017666422321030568,0.014971503475507375,0.024920084964239364,-1.2112657679966121,0.04127051997517056,0.012412576253723799,0.008053756220816173,0.019416565094811673,-1.4280199991927711,0
