EWL,RMS,MMAV2,DASDV,MFL,Label
0.5456034928063078,0.4336908675020579,0.1851044921875,0.6806437746399535,1.6614749479820459,1
0.3601715994334711,0.26032394182537266,0.11700898437499997,0.4150744911163598,1.231887282853917,1
0.44545969859634094,0.3809280787391171,0.1329830078125,0.5954043729977009,1.5452592346673883,1
0.5299018180161403,0.42260353760942415,0.23286640624999996,0.7193981761135169,1.7095738594362089,1
0.41236188102096794,0.3233072654467032,0.16205839843749995,0.5062536777753303,1.4043715770942784,1
0.6227994546724352,0.6196435506666816,0.202618359375,0.8858747144080393,1.8903798061174322,1
0.7235620738240784,0.5530256796422296,0.26506601562500004,0.913574720925969,1.9171233424382035,1
0.7538685753480937,0.6050270566328522,0.40846074218749995,0.9907439366353942,1.9875580408515428,1
0.41789054860866987,0.33869868153714444,0.37867734374999995,0.5511819712756217,1.478225202006396,1
0.26255138460054617,0.20140043145202668,0.25634042968750004,0.3165749935836689,0.9965884080852352,1
0.3215544442303343,0.2877875175775306,0.36357070312500006,0.4650501077800242,1.3306346933234892,1
0.45330808181013516,0.3730147646520678,0.3808154296875001,0.6203559111975682,1.5809170443055633,1
0.408375029672541,0.3197823356401976,0.2849908203125,0.5013477387218653,1.395913315478785,1
0.3790110398561917,0.46493105797728224,0.6964890625000001,0.6361914287476648,1.6028108219312862,1
0.5243640859432244,0.46341231809534367,0.5578060546874999,0.7427741401633842,1.737348745153488,1
0.4077073348926078,0.38155645342260625,0.4715394531249999,0.6376022900518442,1.6047349310571408,1
0.1388465057763508,0.1278627269892403,0.17380507812499998,0.19092612362577613,0.5573659049241002,1
0.12793091831863518,0.06552727098077181,0.078023046875,0.10146229030613622,0.00824451742194986,1
0.1633095632336511,0.09401330212561677,0.0826171875,0.14796325757381817,0.3359429630359243,1
0.3848935184721408,0.2805438182964918,0.3506734375000001,0.4873025228913635,1.3712325142817945,1
0.33186866414460037,0.26176771929935805,0.27208007812499996,0.40226961750852447,1.2046696597068949,1
0.1110543840455857,0.05571577915523573,0.060833984375,0.08562126157694581,-0.13920156018420135,1
0.15225285474630976,0.18019798410793197,0.23308750000000003,0.2786668517278184,0.8858058168616909,1
0.10789834069464511,0.090169247330021,0.11923749999999998,0.14691369641220478,0.32975976642261046,1
0.10842440127231066,0.11892462489430017,0.029678125000000003,0.19628231443970073,0.5813975351397469,1
0.10617295849272544,0.06358434359179939,0.032951171875000004,0.09590201549042784,-0.040709336479825886,1
0.1657976989091617,0.11331626613983978,0.052009765624999996,0.17808837730463342,0.4969063480981673,1
0.26271513642118566,0.16695917528227522,0.11819999999999999,0.2614810162350716,0.8305155229266773,1
0.25887609035460074,0.1886051415366572,0.11074765624999999,0.28546012373765656,0.9067260940153841,1
0.1723965992687073,0.19169302496520968,0.0408451171875,0.3307459432633515,1.0346242467768196,1
0.1485988439346897,0.19849746879289795,0.031113476562500006,0.3591476210301323,1.106181182679925,1
0.18112256927118237,0.22916740648554826,0.04135214843750001,0.3864374662544074,1.169793646434056,1
0.4160058622853078,0.37751031520468087,0.0709587890625,0.5905562905961542,1.5381577945343876,1
0.24517453902273306,0.19119407883417833,0.05545527343750001,0.28238320387740967,0.8973129173153612,1
0.3438032891110941,0.30223067976144063,0.09189726562499999,0.4300388829557753,1.2626506447785253,1
0.4138090367320945,0.3095879948617194,0.135484375,0.5107155268761281,1.4119933177263624,1
0.47300974422850695,0.3643959712018301,0.137157421875,0.5978941055953653,1.5488837384004674,1
0.6129406651630522,0.579940140364719,0.12219355468749998,0.916398947217236,1.919804357775422,1
0.5790838400114003,0.5423338239152156,0.107949609375,0.877702159914346,1.8823295288012807,1
0.551350772689697,0.5371808191120332,0.08666347656250001,0.8276785680842366,1.8313586140365425,1
0.6174325646350809,0.46231454791184917,0.42240488281249994,0.7342914637906192,1.7273721536410458,1
0.3035986362718792,0.20977689972027425,0.16256054687500002,0.3074842103505463,0.9712808329752677,1
0.3733922924777084,0.31722213480855965,0.2590078125,0.454643593414477,1.3109773458561484,1
0.4833893962043304,0.39819769131323135,0.37924433593749995,0.6577457851135163,1.6317513421447856,1
0.5277113739294501,0.4173374320936986,0.3951789062499999,0.684585657526164,1.666490786940114,1
0.6296310024640553,0.5966786326197713,0.6225451171874999,0.9120493213891805,1.9156718436841624,1
0.759714937529748,0.606590694379507,0.49746230468749997,0.9525005975517757,1.9533657082028006,1
0.5931517178962394,0.5360849605808183,0.5907208984375001,0.8028466181987813,1.8049003592953898,1
0.3349762924092876,0.2952546239582879,0.2891412109375,0.48136372028907926,1.360581904606026,1
0.16695139788034805,0.10865274926054563,0.10892832031250002,0.15281297122482135,0.3639556346511018,1
0.1988574725472665,0.15014641291919031,0.1365818359375,0.20205685061556763,0.6065823536386964,1
0.36398875724952,0.30867680844260476,0.0743013671875,0.5093568687902179,1.409679528779869,1
0.36466735091875035,0.29752703888417853,0.12118124999999999,0.4827092110267194,1.363006366752895,1
0.21018382758238985,0.23888371582738746,0.303957421875,0.33591088836339594,1.0480833575622062,1
0.3386515339554309,0.33666799211398535,0.3872634765625,0.5352065050041315,1.4526779611807255,1
0.2181662014003215,0.22664734402742842,0.24995468750000005,0.3298266362899048,1.0322066459507826,1
0.11081087037937272,0.07950346395755345,0.0432314453125,0.10227026117607566,0.015133924685399803,0
0.12181445430406423,0.06701467598127293,0.039347460937499995,0.10262531507936475,0.01814420159104683,0
0.18753576229712635,0.11320579383499989,0.06196816406249999,0.18505748108849365,0.5302484875346988,0
0.2674029677829533,0.14836963909333845,0.14755332031249999,0.2523404394934049,0.7996089048398879,0
0.2909546254630443,0.1768371066962121,0.14421132812500004,0.3017065554549359,0.954804687781303,0
0.13276810356963836,0.12922073381185775,0.0395365234375,0.18717254919130155,0.5401195051012717,0
0.07713150116205059,0.051674830294230284,0.023156640625,0.07042639484756229,-0.30889389086068836,0
0.09027126091677841,0.0869085760206523,0.024185742187499998,0.15375413491709267,0.36928880280991383,0
0.4146405814689114,0.3835714733857466,0.070449609375,0.6068378897138519,1.561780573434446,1
0.2839963148703077,0.21854063641717758,0.0647232421875,0.33266682892295796,1.0396541913822344,1
0.3622903102643978,0.3171095578497871,0.10432402343750001,0.45705367590451373,1.3155696069047316,1
0.4367442901581013,0.3440898533064256,0.1255091796875,0.5670547434861684,1.5028851700423274,1
0.41870276667313966,0.33107398773017865,0.1253234375,0.5080570749417417,1.4074602016059452,1
0.47673744135896756,0.49317237771455225,0.08581425781249999,0.7180767700956124,1.7079769495071933,1
0.4802337804457907,0.48938874401996363,0.091865234375,0.7631533329469696,1.7608588051403633,1
0.5463151712453971,0.5180541737628653,0.0895609375,0.8332904226641441,1.8372279752703002,1
0.6521811099165238,0.49539628628881544,0.41627441406250015,0.7788263384068036,1.7785164547961538,1
0.31413861177770125,0.2289435763082522,0.16795058593749992,0.34807561636293827,1.078982396294344,1
0.39164565669880086,0.32764380639222757,0.24184941406250002,0.4739947538454195,1.347182264491737,1
0.5627882260423904,0.4217288520001625,0.3147662109375,0.6944696471910301,1.6789417326267129,1
0.50739498631878,0.39600128358575115,0.3141451171875,0.623786009270348,1.5857064543085888,1
0.6487617789582681,0.5783999557305157,0.5209357421875,0.8538981238985566,1.8584473133340733,1
0.7049922761241755,0.5579372234512588,0.5514201171875,0.8684751195640366,1.8731499568227967,1
0.7494881034971225,0.5839121245021591,0.610025390625,0.9326910013212881,1.9351107679466493,1
0.3948037640167052,0.34292781646388426,0.33874179687499995,0.5274344934552192,1.4399722518355027,1
0.16994101755444554,0.1022572391997261,0.0836560546875,0.15543307592206182,0.37872207760629517,1
0.22089514858750275,0.14446789151810688,0.15868808593750003,0.2262425357326678,0.7047837140551153,1
0.3899391745583084,0.30752286500356363,0.2188794921874999,0.5128104860263668,1.4155489888391468,1
0.4075877865909922,0.30321358241757573,0.20099394531250003,0.5069084318319341,1.405494225131256,1
0.2963040103454629,0.32876332999353425,0.47333574218749985,0.469514186640569,1.3389326331122806,1
0.3248287115787356,0.2839400433932972,0.3120966796875,0.4264166139698447,1.2553034291057943,1
0.3247114919566754,0.28588519842707405,0.3472976562499999,0.4390452565002453,1.2806537732836047,1
0.13644038830646968,0.12654562001631073,0.1409509765625,0.18913689944005632,0.5491877251579531,1
0.10777529599976463,0.052715563774491686,0.057488085937499996,0.08320005914764554,-0.1641175353333352,1
0.15026513875818304,0.08085088270622035,0.06438046875,0.12615861403988493,0.19746901310011183,1
0.2822951564761835,0.20460249904922348,0.20935390625,0.33573923853582205,1.0476393968060185,1
0.3099765137349726,0.21119053110801986,0.2375626953125,0.35790091426733806,1.103160810213841,1
0.09412702700354009,0.043273070075394465,0.0433349609375,0.06462894741817565,-0.3835106397492934,1
0.08617210189179644,0.0815536693016476,0.0770794921875,0.11348311754948398,0.10549771059950584,1
0.08135958728126846,0.04436647145156464,0.05207558593749999,0.06959421979800427,-0.3192184645168435,1
0.06056456136896829,0.03302572091851289,0.0320923828125,0.045282829453426175,-0.6924976944122363,0
0.08370355470587126,0.0364852950901113,0.036386914062500005,0.055924854673616735,-0.5091550769783325,0
0.14447867758062102,0.07349980734456044,0.0565607421875,0.12108420355820886,0.1618101736173251,0
0.22872047423690725,0.14698715797434483,0.101771484375,0.2405374098583233,0.7580004548244406,0
0.23185845013657047,0.13855904300491362,0.0935896484375,0.23045570873477395,0.720810136041111,0
0.08910048279483317,0.03836884111815211,0.024469140625000003,0.05867392452522602,-0.4674745296806321,0
0.05451628220502282,0.020669932117692115,0.0135650390625,0.029660906483479514,-1.0599959661810898,0
0.04400349740305955,0.018036556844711244,0.014194140625000002,0.02238812411359553,-1.3043293937016687,0
0.04652615596908344,0.016554390703450852,0.015780859375,0.02321283312832439,-1.2729085066613337,0
0.08079794193403386,0.03516492948414656,0.0340451171875,0.0537207112032626,-0.5440812981682946,0
0.13951184362174837,0.06832700126276946,0.0544404296875,0.11314851484215269,0.1029329103820346,0
0.17224287660149004,0.10373870420436145,0.099786328125,0.1751210772304148,0.48231203472536327,0
0.2270135105298124,0.13918753157274003,0.09252656249999999,0.2237297326961662,0.6950826021096788,0
0.0753575187317189,0.03401803290168319,0.0370142578125,0.04993806335885312,-0.6075014133474457,0
0.046766729552047394,0.019421567022900082,0.016183984375000002,0.02543080906220014,-1.1936444511021789,0
0.0412445673472898,0.018371837525476324,0.0160623046875,0.02150319853762423,-1.3393586759040368,0
0.04309527599936495,0.015664013793565173,0.011137109375,0.021024806664156306,-1.3589007836279365,0
0.06946881299017768,0.02921081108724987,0.0261224609375,0.04391428390407933,-0.7191531949079263,0
0.12410286549659734,0.05828564829248277,0.049279101562500004,0.09014945109204475,-0.0944386319915828,0
0.1377169237940949,0.06891847255544045,0.0476658203125,0.1095721077468434,0.07503522637454771,0
0.2044773132555482,0.15954724148547664,0.10117773437499998,0.2577407498872891,0.8180013700935673,0
0.06549446747947753,0.028609114724375866,0.0163798828125,0.04073139476971497,-0.7845062415319822,0
0.04420280157819156,0.019152579175205096,0.013881640625,0.023093006977768237,-1.2774038318309224,0
