EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,EMG_8,EMG_9,EMG_10,EMG_11,EMG_12,EMG_13,EMG_14,EMG_15,EMG_16,EMG_17,EMG_18,EMG_19,EMG_20,Label
0.4571428571428571,0.1428571428571428,0.19999999999999996,0.37142857142857144,0.05714285714285716,-1.0,1.0,-0.17142857142857137,1.0,0.3999999999999999,-0.06666666666666665,-0.4,0.5333333333333334,0.8,0.19999999999999996,-1.0,-1.0,0.1428571428571428,0.1071428571428572,1.0,1
-0.06666666666666665,-0.4,0.5333333333333334,0.8,0.19999999999999996,-1.0,-1.0,0.1428571428571428,0.1071428571428572,1.0,0.1071428571428572,-0.2142857142857143,-0.7857142857142857,-0.1428571428571429,0.21212121212121215,0.4545454545454546,1.0,-1.0,0.9393939393939394,-0.6363636363636364,1
0.1071428571428572,-0.2142857142857143,-0.7857142857142857,-0.1428571428571429,0.21212121212121215,0.4545454545454546,1.0,-1.0,0.9393939393939394,-0.6363636363636364,-0.8787878787878788,-0.5757575757575757,-0.3076923076923077,0.15384615384615374,0.23076923076923084,1.0,-1.0,-0.46153846153846156,0.15384615384615374,-0.07692307692307687,1
-0.8787878787878788,-0.5757575757575757,-0.3076923076923077,0.15384615384615374,0.23076923076923084,1.0,-1.0,-0.46153846153846156,0.15384615384615374,-0.07692307692307687,-0.5483870967741935,-1.0,-0.935483870967742,-0.8064516129032258,1.0,0.22580645161290325,-0.4838709677419355,-0.22580645161290325,0.1200000000000001,-0.43999999999999995,1
-0.5483870967741935,-1.0,-0.935483870967742,-0.8064516129032258,1.0,0.22580645161290325,-0.4838709677419355,-0.22580645161290325,0.1200000000000001,-0.43999999999999995,-1.0,0.3600000000000001,-0.12,1.0,-0.6799999999999999,0.040000000000000036,-0.08433734939759041,-0.22891566265060237,-0.06024096385542166,-0.5180722891566265,1
-1.0,0.3600000000000001,-0.12,1.0,-0.6799999999999999,0.040000000000000036,-0.08433734939759041,-0.22891566265060237,-0.06024096385542166,-0.5180722891566265,-0.7831325301204819,0.20481927710843384,1.0,-1.0,-0.13043478260869568,-0.4130434782608695,-0.7391304347826086,-0.3913043478260869,-0.5217391304347826,-1.0,1
-0.7831325301204819,0.20481927710843384,1.0,-1.0,-0.13043478260869568,-0.4130434782608695,-0.7391304347826086,-0.3913043478260869,-0.5217391304347826,-1.0,-0.021739130434782594,1.0,-0.25,-0.75,-0.75,-0.8928571428571429,0.03571428571428581,1.0,-0.25,-1.0,1
-0.021739130434782594,1.0,-0.25,-0.75,-0.75,-0.8928571428571429,0.03571428571428581,1.0,-0.25,-1.0,-0.5862068965517242,-0.7241379310344828,-0.4482758620689655,1.0,0.034482758620689724,-0.5862068965517242,-0.5862068965517242,-1.0,1.0,0.0,1
-0.5862068965517242,-0.7241379310344828,-0.4482758620689655,1.0,0.034482758620689724,-0.5862068965517242,-0.5862068965517242,-1.0,1.0,0.0,0.0,0.22222222222222232,0.6666666666666667,-1.0,-0.8888888888888888,-0.33333333333333337,-1.0,-0.33333333333333337,-0.6666666666666667,-0.9444444444444444,1
0.0,0.22222222222222232,0.6666666666666667,-1.0,-0.8888888888888888,-0.33333333333333337,-1.0,-0.33333333333333337,-0.6666666666666667,-0.9444444444444444,-0.9444444444444444,1.0,-0.05555555555555558,-1.0,0.8888888888888888,1.0,0.8055555555555556,0.8611111111111112,0.7777777777777777,-1.0,1
-0.9444444444444444,1.0,-0.05555555555555558,-1.0,0.8888888888888888,1.0,0.8055555555555556,0.8611111111111112,0.7777777777777777,-1.0,0.5555555555555556,0.8888888888888888,1.0,-1.0,-1.0,-1.0,0.0,0.3999999999999999,-0.4,0.3999999999999999,1
0.5555555555555556,0.8888888888888888,1.0,-1.0,-1.0,-1.0,0.0,0.3999999999999999,-0.4,0.3999999999999999,0.6000000000000001,0.6000000000000001,-0.33333333333333337,-0.4666666666666667,1.0,0.46666666666666656,-1.0,0.19999999999999996,-1.0,-0.375,1
0.6000000000000001,0.6000000000000001,-0.33333333333333337,-0.4666666666666667,1.0,0.46666666666666656,-1.0,0.19999999999999996,-1.0,-0.375,-0.125,-0.75,-0.625,0.125,-0.125,1.0,-0.5714285714285714,0.2857142857142858,-0.1428571428571429,0.0,1
-0.125,-0.75,-0.625,0.125,-0.125,1.0,-0.5714285714285714,0.2857142857142858,-0.1428571428571429,0.0,0.1428571428571428,1.0,0.8571428571428572,-1.0,-1.0,-0.6,-0.7333333333333334,-0.06666666666666665,0.19999999999999996,1.0,1
0.1428571428571428,1.0,0.8571428571428572,-1.0,-1.0,-0.6,-0.7333333333333334,-0.06666666666666665,0.19999999999999996,1.0,-0.4666666666666667,-0.8666666666666667,0.826086956521739,1.0,0.04347826086956519,-0.13043478260869568,-1.0,-0.30434782608695654,0.4782608695652173,1.0,1
-0.4666666666666667,-0.8666666666666667,0.826086956521739,1.0,0.04347826086956519,-0.13043478260869568,-1.0,-0.30434782608695654,0.4782608695652173,1.0,-0.8260869565217391,-0.04347826086956519,1.0,0.826086956521739,-0.6521739130434783,0.30434782608695654,-1.0,-1.0,0.13725490196078427,-0.4901960784313726,1
-0.8260869565217391,-0.04347826086956519,1.0,0.826086956521739,-0.6521739130434783,0.30434782608695654,-1.0,-1.0,0.13725490196078427,-0.4901960784313726,-0.6470588235294117,-0.607843137254902,1.0,-0.4117647058823529,-1.0,0.5294117647058822,-1.0,-0.2093023255813954,-0.11627906976744184,1.0,1
-0.6470588235294117,-0.607843137254902,1.0,-0.4117647058823529,-1.0,0.5294117647058822,-1.0,-0.2093023255813954,-0.11627906976744184,1.0,-0.39534883720930236,-0.16279069767441856,-0.16279069767441856,0.4883720930232558,1.0,0.5555555555555556,0.5555555555555556,-0.4444444444444444,-1.0,0.16666666666666674,1
-0.39534883720930236,-0.16279069767441856,-0.16279069767441856,0.4883720930232558,1.0,0.5555555555555556,0.5555555555555556,-0.4444444444444444,-1.0,0.16666666666666674,0.7222222222222223,0.5555555555555556,0.1499999999999999,-0.15000000000000002,0.5,-1.0,-0.8,1.0,-0.65,0.6000000000000001,1
0.7222222222222223,0.5555555555555556,0.1499999999999999,-0.15000000000000002,0.5,-1.0,-0.8,1.0,-0.65,0.6000000000000001,0.43999999999999995,0.43999999999999995,0.24,0.8,0.48,-0.36,1.0,-1.0,1.0,0.8076923076923077,1
0.43999999999999995,0.43999999999999995,0.24,0.8,0.48,-0.36,1.0,-1.0,1.0,0.8076923076923077,0.48076923076923084,0.23076923076923084,0.9807692307692308,0.28846153846153855,-1.0,0.6346153846153846,-0.6137931034482759,-0.1586206896551724,-0.19999999999999996,-0.43448275862068964,1
0.48076923076923084,0.23076923076923084,0.9807692307692308,0.28846153846153855,-1.0,0.6346153846153846,-0.6137931034482759,-0.1586206896551724,-0.19999999999999996,-0.43448275862068964,-1.0,0.034482758620689724,1.0,0.4758620689655173,1.0,0.8021978021978022,0.6923076923076923,0.5604395604395604,0.4285714285714286,0.9340659340659341,1
-1.0,0.034482758620689724,1.0,0.4758620689655173,1.0,0.8021978021978022,0.6923076923076923,0.5604395604395604,0.4285714285714286,0.9340659340659341,-1.0,0.9340659340659341,-0.3098591549295775,-0.05633802816901412,0.323943661971831,-0.07042253521126762,1.0,0.408450704225352,0.08450704225352124,-1.0,1
-1.0,0.9340659340659341,-0.3098591549295775,-0.05633802816901412,0.323943661971831,-0.07042253521126762,1.0,0.408450704225352,0.08450704225352124,-1.0,1.0,-0.22388059701492535,-0.16417910447761197,0.9402985074626866,0.34328358208955234,-1.0,-0.25373134328358204,-0.3731343283582089,-1.0,-0.008196721311475419,1
