Threshold,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
0.1,0.02756714151766312,0.02330275229391048,0.022576525523451976,0.019220083247077385,0.03378814536019779,0.02699068333190107,0.03212586582765428,0.02281929439095961
0.1,0.026977824849770526,0.024090676463648184,0.024635128196349096,0.018948729598924914,0.0343858580862045,0.027409899039208995,0.03261840655735369,0.022498002444562116
0.1,0.02690662492127804,0.02439346621168352,0.02548252587554198,0.018803491154504956,0.03353398784655493,0.02757975124911878,0.03298683575343239,0.021826195747224216
0.1,0.026807175182211138,0.024433219563539433,0.027525995219785694,0.01839233457393175,0.03222273068144151,0.027961200426927055,0.03297777532158731,0.021231711191856274
0.1,0.02688098730357935,0.024470335110436073,0.028497817477914168,0.018261828989654248,0.03174066656023079,0.02744471112577809,0.03172663287862241,0.021179872283586906
0.1,0.026792974075014266,0.024777505660761395,0.028587572287746853,0.01869389080950431,0.03248617803060809,0.02688758762729886,0.03157688580970359,0.021081791620451273
0.1,0.026952566123782926,0.025022780980279245,0.028534601191961922,0.019405897087935473,0.03158251637882603,0.02677678852201223,0.03121561486141174,0.021350371182270962
0.1,0.02767478483603471,0.02499094682539909,0.02712112123973072,0.01954990611703284,0.03039727753609417,0.027743637794579248,0.03159184476219747,0.02064300000094909
0.1,0.027576595327738887,0.02436556227194015,0.026247885556534997,0.019885118182660644,0.02905487638339541,0.026354368068369903,0.031723598366105644,0.019665630527437812
0.1,0.028592825144778927,0.025521582614531774,0.025959175736199772,0.019122779749454043,0.028097264743935372,0.026835224106667888,0.03173999555860069,0.02025524845681588
0.1,0.029207294191477606,0.02512980712431292,0.02708580375749295,0.019310305511384036,0.028539385950453404,0.024995294633541776,0.02915166350611168,0.018881359175336936
0.1,0.029041962687822796,0.025088433972287986,0.027836828026743997,0.02043108995867636,0.02881431676315945,0.023073404457064708,0.027501460903909102,0.017503574774395913
0.1,0.029914703344593438,0.024143575199903993,0.027302581051441437,0.021612639931003923,0.028032397281018324,0.02376693267722074,0.027775022668833887,0.017593462542586414
0.1,0.029931978654022213,0.02138923158373952,0.02632553432276103,0.021565961970910166,0.028992213593480837,0.02360224481363051,0.02736857456445686,0.018361483309809218
0.1,0.03085285576483811,0.0216603642454958,0.025760786295963792,0.021594835578028396,0.02758297447830669,0.023530211081307997,0.027855299392595626,0.01915865363714361
0.1,0.029996278911405216,0.020438223110714537,0.024169737133001055,0.021483604546527413,0.027174536321929087,0.02277671948303777,0.028610239559253594,0.019217639898832874
0.1,0.029800774166071624,0.020592736259328507,0.023894110559039016,0.021379338952053774,0.026370416405101578,0.023799025725506996,0.028950098312684257,0.01958351458459071
0.1,0.02914487941830922,0.020601860098537907,0.023426951536682263,0.021788221034595406,0.025792385878583336,0.02349104314437733,0.029876356082529167,0.02040258375660475
0.1,0.027878210546532084,0.020155363218665324,0.0240244786980989,0.021967798513763858,0.024780239070754325,0.0239278767961549,0.030423328199713863,0.02012968196023236
0.1,0.028421180342804622,0.020107286439556744,0.023973486465521752,0.020559752491978982,0.02472823852394036,0.026344729044850135,0.033313440587017525,0.021469844435177375
0.1,0.029962082173907875,0.018839977296624368,0.02437249912238876,0.02032192118586374,0.02362758239572244,0.027034194126972312,0.033966025381782734,0.02105445743984599
0.1,0.02894843291269968,0.01978077559865766,0.022979865361280397,0.02058874119563786,0.023399403482077134,0.02655217589775539,0.03245345225169923,0.019766789073107336
0.1,0.029546782687322335,0.019368330819365658,0.022702660709308667,0.020662606902717186,0.024892168641101886,0.026678089090197515,0.03255035383767031,0.01913864296517495
0.1,0.02990691682571043,0.019403784305753607,0.02148665170030993,0.02174366644065623,0.025014921667116087,0.02603482348488397,0.03084753496144146,0.019746074470664475
0.1,0.029820634470143822,0.01931051174454452,0.020284636165658173,0.02222837611857957,0.025054648170255343,0.02700697185803447,0.032100884165519934,0.01998282488537948
0.1,0.030231944521432137,0.020092283078174608,0.01951257281852369,0.022426770411812624,0.025277733200171588,0.028187942092273557,0.03266503049249998,0.019397107258483606
0.1,0.030782778059978366,0.020668326375249207,0.018792677244201215,0.021692674696606726,0.026242615653631344,0.028219779233820217,0.0336253770254975,0.020045762235112854
0.1,0.030630020693445878,0.021847475702078584,0.01952837829158879,0.02187754893882187,0.026235439051813025,0.02861714518759589,0.03551525389710307,0.02108514283360945
0.1,0.03078164175839225,0.023353076704404226,0.018697156272207263,0.020990906181422336,0.0270441037546649,0.02874947108682897,0.035792131856116946,0.021921715524885005
0.1,0.03057750376551332,0.023532391953635476,0.019392399185236695,0.022952590908606584,0.02668977302428118,0.028518521782924102,0.03556909974087955,0.022529172936755243
0.1,0.029940054039634692,0.02412402587310019,0.019809030028543107,0.02389478918741962,0.026209840214902372,0.029349271800265114,0.03750828525260845,0.02257691588611362
0.1,0.030888720925716096,0.02384563056475734,0.019395638870897413,0.023822701092194316,0.026260450212785016,0.03097443653427959,0.03876142067204201,0.021939705741864452
0.1,0.031244363890657028,0.024187704843741522,0.01898206109141444,0.02409885795251697,0.025091889377473114,0.03168956196441179,0.03908581752141731,0.020836085518635177
0.1,0.032308413142263466,0.024713800513080263,0.0188536515916661,0.02400402850631455,0.02384280824485418,0.03183858567252028,0.039395415440773636,0.01953961811518378
0.1,0.03338107975566197,0.024013524802634603,0.01865487449187541,0.0247919277067227,0.023969004158995943,0.032371652061107585,0.03907606171439672,0.01858602004357999
0.1,0.033639995539156656,0.02434185785347351,0.01819897514664993,0.023877476345160412,0.023705305348959958,0.032899596721739824,0.03881674161598915,0.018711236519827965
0.1,0.035992598060045934,0.02451226131573101,0.018002160100517337,0.02428303639665415,0.024424779449369025,0.032244908988145415,0.03866461008363599,0.017562900189542163
0.1,0.03706154116366954,0.02335271050458151,0.019522784015398816,0.025143257968026318,0.023255262054697617,0.03165492877215935,0.03846254479074555,0.016659456220588578
0.1,0.03794856187582761,0.023958612438225904,0.019654527315006685,0.02559645541404471,0.024062249248602084,0.032245168910788234,0.03843397729145147,0.017501546178132963
0.1,0.037566317806203495,0.02281057298805159,0.018423678221269394,0.02594176625342776,0.023797242356921704,0.030970530474951755,0.035753280592338274,0.017116909232236233
0.1,0.03693956026721641,0.02336861914530745,0.017781151064480884,0.025641978706176575,0.024841573390222874,0.02992948381760558,0.034065182445986275,0.01661294944392357
0.1,0.03805839512979898,0.022029257603042238,0.018045083233138918,0.02589119460949978,0.024284421513424307,0.03228063509966531,0.03559450203163761,0.018205777561540334
0.1,0.038904063874912756,0.021468654737794014,0.01759863678063806,0.02506689825197181,0.023552136929556593,0.032653767695137795,0.03548515180929658,0.018240130526663206
0.1,0.03878283487142092,0.021144662797663315,0.018330863011708456,0.024293719846504774,0.023295830135065875,0.033804102678942315,0.03748873598893185,0.01900920908714874
0.1,0.03902922734441411,0.021609174160952843,0.01814849219034533,0.023805490913895617,0.023768203884845567,0.03206499435872058,0.03709482079688825,0.01917390040422303
0.1,0.03958649327491372,0.020275375793325365,0.01859356908515817,0.024897957714777152,0.023256757710900383,0.031188162641576762,0.0372427181914917,0.019172736328908955
0.1,0.038896045666609196,0.02046968633454048,0.019827896743285164,0.02568648364050658,0.023104913093334473,0.03188444941259383,0.03690791081692594,0.018305551369214735
0.1,0.039286136683819806,0.01942092537044375,0.021530093244606967,0.026009457873884232,0.023338286529442646,0.031219988434949275,0.03718348630773965,0.017554770619749017
0.1,0.040872444535204375,0.017517224216509836,0.02216368101511565,0.02764256808950196,0.023070628432635555,0.032347483391821294,0.037618374910044425,0.017195965041130398
0.1,0.04128409519445805,0.01596562002764004,0.02183603324559409,0.026751602756655602,0.023545956399955145,0.03406846178085023,0.03909280550718175,0.016694948394033345
0.1,0.04171778507977858,0.015439509263799178,0.02024678887485122,0.025580281313285876,0.023114516476370583,0.033740318132814834,0.037609998010379786,0.01698964675954744
0.1,0.042024387765240596,0.015668373756977445,0.02135118162054936,0.025516326807320404,0.023357505621341194,0.03263162313857446,0.03870480070563764,0.01762647124135181
0.1,0.042498445126852955,0.014460775553378748,0.02238792769352941,0.024580088452318433,0.02302490639127822,0.03308641785962525,0.03847288799430825,0.017761541526747852
0.1,0.042238206843610224,0.01393953565376746,0.02303832561779229,0.026273878623087055,0.02292216689893736,0.034036083563177846,0.04003175363417967,0.01853984737792677
0.1,0.04249181403416685,0.0146392664319692,0.023850669326465703,0.026835460023701685,0.02373337272771788,0.035060414216194345,0.04116282005473513,0.01987833259715367
0.1,0.04243389281460203,0.015048356170106886,0.024118454689562977,0.02878359311525596,0.024045358721511572,0.035539001605737114,0.04267535986602199,0.020464240063200273
0.1,0.04081571041129938,0.014740808367389358,0.024194608808722717,0.02895119696276459,0.023679291063508766,0.036122683820488256,0.043028092781772415,0.020581110924572994
0.1,0.04106980165761393,0.015062087720583105,0.02358064948347687,0.029768103036179522,0.0250868498815088,0.03773346474224568,0.04328434436230052,0.020566469741759776
0.1,0.04257899905952114,0.015419533582971533,0.023045870091142746,0.03044845370729408,0.025756660517532608,0.03770221727487434,0.04413336532493109,0.020729435854529073
0.1,0.04287270170238855,0.016516140442707515,0.024167488407143996,0.03119483451007271,0.026891600818766542,0.03760620609268444,0.045713797870507306,0.021202768303809714
0.1,0.04353449335441084,0.01703402768904554,0.025309500720879296,0.03182486975801218,0.026207982366117506,0.03823664417212626,0.04709764059550606,0.020781252672863113
0.1,0.04356013598120231,0.017415839672011286,0.026269274232990972,0.03296683493272416,0.026132422714689393,0.038476709191348824,0.04923483952490343,0.02042737518362949
0.1,0.04481945913439898,0.01790571672388291,0.027059413322344725,0.03494575010496566,0.02526079207433129,0.03855851899068989,0.05088946214755699,0.021387778423660502
0.1,0.04715708565125716,0.01869684145836078,0.026444643347967572,0.0362273286712395,0.026387327732775454,0.0388580063527679,0.05312349193942939,0.021461962118659385
0.1,0.04866896980619402,0.019476134953666284,0.026444445999568397,0.03988534037378761,0.03009159992368777,0.04029785534161473,0.05402268812091415,0.02156352453356038
0.1,0.048971567948627406,0.020613691222891375,0.026632662568204183,0.03963520324633231,0.038638964765700716,0.03932766442668837,0.055112139542452095,0.022557253156657544
0.1,0.05019861544068385,0.020015093231021963,0.02510097421219683,0.03995835830277208,0.050112776383019156,0.03993837877206021,0.05550261617037924,0.023173094369745042
0.1,0.050685713496085916,0.020693122625070975,0.023606655415568438,0.041422574252648996,0.058385907960664965,0.040313606929971615,0.05614623812374366,0.023044625403356556
0.1,0.05085644427807265,0.021370633266074118,0.023709659996801833,0.04207983898842943,0.06625970447255747,0.041550265188985656,0.05686294962553668,0.022562081735758188
0.1,0.05267710926513498,0.021490971647080425,0.024451052756131724,0.044286223953711824,0.07670582179441574,0.041963885755729076,0.0581908779603582,0.022275141378701655
0.1,0.05508822702448631,0.020582938145977846,0.025619635167904695,0.04760138896695236,0.09015129029721347,0.04504060004019209,0.060508011481145214,0.022801687117506315
0.1,0.05607860914644112,0.02045035752421426,0.023871972371479443,0.04642857976316598,0.1029247946485849,0.04725176889256679,0.06122099948628794,0.02348328818596404
0.1,0.058940692746173896,0.020498605501355516,0.023307504421937127,0.04628305059981199,0.10883398414741129,0.04782432694812384,0.06112712423022745,0.024849783315316027
0.1,0.05903204414352232,0.020164960249802025,0.023402275343893445,0.04560348636530053,0.11192551561995294,0.04996228664617179,0.06115649398680721,0.02471052183035219
0.1,0.06111575719450148,0.01999442491707948,0.024213139169480747,0.045069533494320906,0.11707098811238308,0.0515606683292579,0.06212236727948166,0.024330782304763286
0.1,0.06319504306946251,0.02002634742834298,0.028223672698309315,0.04587349839872789,0.12177125911506384,0.052950716894811026,0.06376293805994902,0.024896547698624216
0.1,0.06565747691416252,0.020185697546374278,0.03137421775186783,0.049485122641398475,0.12325872770493919,0.0540010940643835,0.06507348073500979,0.025276591810372503
0.1,0.0659286565174139,0.02019675253552041,0.0330793417868531,0.05123742263382932,0.12311836635151088,0.05461310288994782,0.06663877908404102,0.025337098329900557
0.1,0.0663877524236578,0.019759748898217896,0.03385796339943652,0.05289666991366812,0.1239191393863355,0.054797151797915625,0.06867358960268168,0.0253694868355336
0.1,0.06865726665395729,0.018947460192027567,0.03492810879557131,0.053824192714328846,0.12408743178398783,0.05700985258817349,0.0716782614477859,0.025188159547289948
0.1,0.06960294360585075,0.018449250571305423,0.036285409676822054,0.05680485407211165,0.12555232200169586,0.05956528864081339,0.07253327433177784,0.025200399450054988
0.1,0.07184990408308793,0.01797768310556769,0.03446601752477584,0.05825371830384568,0.1282399182697752,0.060610368097036606,0.07270043104347725,0.025044146548336494
0.1,0.0736945725965468,0.0179312713291115,0.03484073682973426,0.06128677114957769,0.1331902335462295,0.06009752878065128,0.07466137714496868,0.02495605380185534
0.1,0.07234304655638041,0.018949124219127714,0.03780805715894014,0.06352659269695504,0.13851215317641233,0.06366783293928654,0.07681941918305908,0.02504934964309317
0.1,0.07509535097383846,0.02098902871391948,0.04546060814826433,0.06293282795017788,0.14985479674203825,0.06974793473055164,0.07822590441913833,0.023761416793412014
0.1,0.0762917600238212,0.022564177646533422,0.05111746082553598,0.06372953895798092,0.16555590997748976,0.0764477853336378,0.08123713066376774,0.024581055307582932
0.1,0.07973029427406875,0.023162301565666305,0.05769499977725839,0.07091150566271423,0.17324560580865608,0.07820760809359263,0.08275023599463913,0.024739358104235595
0.1,0.08285947986218391,0.023485333958006994,0.06668846465233495,0.07355166295344942,0.17226119066182835,0.07724853681507916,0.0833316258132992,0.02464549388133153
0.1,0.08907131049608925,0.024205317171769644,0.06926554214694129,0.07516728897638707,0.166214905535283,0.07761373728093617,0.08734241299324191,0.02786649305146146
0.1,0.08894772813042985,0.02605481209236358,0.07220072797084648,0.08140253740767582,0.15772239609812286,0.08028979427696065,0.09417348053690211,0.03795023084183813
0.1,0.09671623786752331,0.03138368486605966,0.07393749422308235,0.09600281371425676,0.14965693002737462,0.08023436656381654,0.0986677150158019,0.0541915409687273
0.1,0.10178633597358905,0.03491758800223067,0.0782099002197058,0.12122167993391642,0.14495550248660766,0.0783077078686141,0.1109443791410563,0.0707765131604433
0.1,0.09873992525160145,0.03618437455453036,0.08054660305408594,0.14050600916877606,0.14515486825245105,0.07934807568426269,0.12639536918729824,0.07975684595809313
0.1,0.10068342657825159,0.0370592612850751,0.08269733150584971,0.14798755984565287,0.14693183411514532,0.0796293027877031,0.130616393443994,0.08441752908525749
0.1,0.09906144997724563,0.0392413398321223,0.08440167060538926,0.15160089634633683,0.1561789300031415,0.08274068983223556,0.1353712164689243,0.10101238517166908
0.1,0.10516253878101046,0.04196184690685732,0.08539064305626234,0.15711931955121658,0.16420176096795427,0.08729886497229446,0.14517486549302197,0.12405972852656051
0.1,0.11648677507284858,0.0460387323131167,0.08724444556951455,0.16439634642455625,0.17297250931445848,0.09393870733512288,0.15024367415582238,0.14523387208830868
0.1,0.11710882776257633,0.048795386498047204,0.0866731043559275,0.16897367511648298,0.18003768824014274,0.10729604260285847,0.160613001355266,0.1587300907144938
0.1,0.12842299961590406,0.05179134608350327,0.09313820772882427,0.16946504458781034,0.18361198101405068,0.12146953552152835,0.17511600020631832,0.17656830091945605
0.1,0.147861568763672,0.05393781252610269,0.1006446873046408,0.1794196880994747,0.19647287899907956,0.11999729986295701,0.1908745871244435,0.20784405994716687
0.1,0.18088147962439477,0.057178185975405485,0.11217697657185052,0.18796352206647915,0.20866985002184996,0.1327558032438024,0.19557115827028693,0.23774361575645503
0.1,0.20443095803134398,0.06479646645499643,0.13335475363690785,0.20777768683783243,0.22354150253245442,0.14670140822848354,0.23526650964270876,0.26894208422314964
0.1,0.2150988825965736,0.06894331741393676,0.14992551740399368,0.2261067400526457,0.2335464409190394,0.15745530983715744,0.2837284627599183,0.3022630467242728
0.1,0.23950978210333246,0.06899981181258834,0.15427808088327744,0.23510504657773254,0.24211671248781855,0.18528595421426453,0.3193529540740745,0.33406570952373155
0.1,0.24494156430889003,0.07204273120209335,0.1499283205176782,0.255299893484179,0.25027326191084875,0.21072045120057548,0.3419212189190857,0.3751661012948482
0.1,0.25018843656705664,0.07683502122267748,0.14562986778309886,0.2793757744158591,0.24304274689348124,0.23775988762503183,0.3588192942280089,0.41028162826158954
0.1,0.2633233272504165,0.08268550057749666,0.1389651025743509,0.29010981323698914,0.236727237815626,0.2572604731364392,0.37817665994410066,0.4394888992620154
0.1,0.2852569840546899,0.08923018445171851,0.13884067471924205,0.3102084214323759,0.24801793019895715,0.286352747359544,0.42314181325180783,0.4752854857462607
0.1,0.2963958786792343,0.09217784046238062,0.144856019634031,0.3432705124044195,0.26021367484653835,0.3296691643181594,0.4632201106407101,0.5208970322595002
0.1,0.3134007879495542,0.09602922957137164,0.1531407747983324,0.37020073994717395,0.26901963353105934,0.36936603381840477,0.460159828062459,0.5465068537529144
0.1,0.3223311556428151,0.10365007583708166,0.18678597334353297,0.3821269117267786,0.2831864798562136,0.4248682506624668,0.46194097270323276,0.5363656593905773
0.1,0.33689382393300776,0.1084795368333837,0.2172680866369357,0.38822428850096763,0.29721579493865147,0.4580198611143581,0.4685165772231733,0.5272287686222601
0.1,0.36149495965459644,0.11151363335052193,0.2305204272646413,0.3974654691618009,0.3060053664812676,0.496187285297277,0.48482021334397984,0.5308200129148899
0.1,0.3795672287474639,0.12792848853081348,0.26660274978141485,0.41135199046866805,0.30357944311135115,0.5453456689014631,0.48004477166852316,0.5442732052094799
0.1,0.38729958871354037,0.14598279035419157,0.30496084082911823,0.4316137339760579,0.30755961380302443,0.588106485899452,0.5116614407324455,0.5681533639272158
0.1,0.42048646258533184,0.15955106653941453,0.3236879865205372,0.42962979809398694,0.30730069625296197,0.622489900535223,0.5476439337550985,0.6048069910504451
0.1,0.4551415526637339,0.1695799077341391,0.33173794038580195,0.43503557174205687,0.3181660958802226,0.64481118734264,0.5936876233851638,0.6411396122530777
0.1,0.5047158096885821,0.1794253949040229,0.3453567748201821,0.4473062222803313,0.3452771965481194,0.6718251840694155,0.6169998641808789,0.660546243514933
0.1,0.5398957396571737,0.1810417644628225,0.35327088369861376,0.45408313196719574,0.3688789113821325,0.6820137874858535,0.6454651110395188,0.6765784386249349
0.1,0.5597819882610869,0.18580921831656114,0.3563064659335343,0.4737156622910243,0.3738867962734614,0.6859639910782933,0.6478200134933141,0.6943591468870457
0.1,0.5728039521787612,0.19587473569560326,0.36180380754385033,0.49920633870512016,0.37074155195055336,0.6702967989521883,0.6655443142192622,0.6986530455293439
0.1,0.5940123484498071,0.2043405557658284,0.3557926119672611,0.49020897229452215,0.36958374765067614,0.673086765726494,0.6575059319050682,0.7226486076921216
0.1,0.6180821229387755,0.21249294579918787,0.3450560626006713,0.47572159695737454,0.39269355316090876,0.7158903577225626,0.6185100344701593,0.7628231509396772
0.1,0.6291819278426989,0.21223939195402727,0.3571788390372085,0.4858139973651949,0.42485233359722047,0.7427704838193945,0.588712772940134,0.7810932034653345
0.1,0.6358060344271405,0.2188397945567917,0.3900900637152894,0.5087237752988829,0.4427428647107063,0.7485492097358888,0.5732801526958812,0.7592738217798559
0.1,0.6428511878047067,0.2285368328541622,0.4118707367052907,0.5289211349021349,0.4562102272825005,0.7650795884589566,0.5744630196397963,0.7462676328998866
0.1,0.6545800962458775,0.2501026049624743,0.450517126700732,0.5475663550987494,0.47711882423380103,0.7889705152457602,0.5657870709716255,0.7472725728276957
0.1,0.6674942924742224,0.2688169727209365,0.4846146976407791,0.5533037665737486,0.4909557542165202,0.8160587917326787,0.5511029205331737,0.7566479864202159
0.1,0.6758691732836366,0.27600817481188694,0.5190312052441082,0.5451146011992947,0.4869405699739215,0.8148508382308349,0.5407713928010696,0.7308845467264204
0.1,0.6896343403245817,0.2790791509095175,0.5363361359300717,0.5221263068756647,0.500583798917687,0.7742463872536962,0.5605456475408499,0.7176350812465838
0.1,0.6988519209092124,0.2778648773954245,0.5115093192884349,0.5122523176015203,0.5091773638383174,0.730071564115289,0.5815666431451926,0.7510776252328805
0.1,0.6933087281190087,0.2824387897094529,0.49873807748495086,0.5107523044565558,0.5195190048598383,0.7099267863670522,0.5755433225027928,0.7742785873925105
0.1,0.6784825954603866,0.2796208728757307,0.4971481158469037,0.5008221204848109,0.521592307673313,0.703215468631187,0.5934936659764284,0.7956586494891509
0.1,0.6803331192827833,0.27346334344535267,0.471616734124609,0.4944271848311062,0.5347103477233975,0.7051698378744666,0.6392328664086044,0.7961136763191606
0.1,0.6856893798995458,0.2662060526966791,0.4392606779348066,0.49162060155108617,0.5362025971584617,0.7123737541075873,0.6616728199182561,0.7750114944498762
0.1,0.6826260889985662,0.26253020069758226,0.4278920550229445,0.5003092312266353,0.5273867491076125,0.704945693327048,0.6758311517827624,0.7646262025781014
0.1,0.6844675078455232,0.2578363562922073,0.4293118346333693,0.49638635002897763,0.5159127632473128,0.6865904334863921,0.6584516800201582,0.7500285426757035
0.1,0.6635372129594597,0.24789938025430816,0.43216927363792446,0.5053608588429829,0.4871502223140049,0.657390280774563,0.6609762634502618,0.7513629392679302
0.1,0.6313622383828781,0.2538775024502731,0.4361099112916541,0.510291804534883,0.4587994750646983,0.6467977489973087,0.6439702002885425,0.7755515803510679
0.1,0.6083427673926383,0.25424571161645093,0.42659368327487734,0.48835932554851885,0.44548522174676164,0.6514898883363589,0.6371301832886895,0.7655755346010323
0.1,0.5669846509350709,0.24923607635248354,0.4257167210104299,0.47380750211389155,0.43978164419523436,0.6634609266557185,0.6567553465501382,0.7775821067280542
0.1,0.5447395460468688,0.24814264847052742,0.42791249446954643,0.4797522592487646,0.42929486626338675,0.6672178219708589,0.6665227214347181,0.7905548206705711
0.1,0.5414527350072249,0.2511917538361308,0.43744509588824465,0.48134849580037675,0.40164501440790845,0.6474594812446837,0.6663160679617297,0.7547530780242001
0.1,0.5188062870692965,0.2622220642459897,0.4550041798158453,0.4789594852081658,0.3689792928563903,0.6236692019459963,0.6679882373780359,0.7202155021282254
0.1,0.5307897625157663,0.25668200623159737,0.44710182246574814,0.44705622113995785,0.34777252391313174,0.6071034778246674,0.6700557251846753,0.7221586868217411
0.1,0.532620749715359,0.24182067549896274,0.43512099740549126,0.4092050371688662,0.3380588726613844,0.5878092852056016,0.671939359224788,0.7131114696044559
0.1,0.521160040989334,0.22057420315294576,0.4063887028422637,0.386538012902621,0.3238951914036548,0.5952137633661888,0.6743354512644174,0.7125747487835523
0.1,0.5166733425822803,0.2012170789454616,0.3683918807222099,0.3712532966627927,0.30378000185056514,0.5884519970566319,0.6516639465762019,0.6874261761962286
0.1,0.5077181773458657,0.1905710916951076,0.326784244857063,0.35732968051829717,0.2980234974791426,0.5611306069593698,0.630671606782875,0.6743681666412494
0.1,0.47551744960906706,0.18673032149591098,0.3058436060180796,0.35228476632423145,0.2745596221480363,0.5790017705462991,0.6282936486834287,0.6746002204605753
0.1,0.4522918943972509,0.1789044760354418,0.2985751560958222,0.33784430548226624,0.24928852490782757,0.589741256518337,0.619555643430279,0.6729855487941045
0.1,0.4418305831974704,0.16658450915780962,0.28126101715917184,0.31454727726278014,0.22602378052128935,0.6068742301456991,0.6291132331835707,0.6727408576103099
0.1,0.4358417351919054,0.17080963119723677,0.27250866631556914,0.2997866618779074,0.21679575765316944,0.5979369761991146,0.6052754888159498,0.6506211845328636
0.1,0.42153671492785305,0.16769592492096938,0.26066598916480266,0.28401639066994855,0.20271941049945894,0.5578392695672946,0.5833170101568196,0.6456540248270435
0.1,0.41627600642318374,0.1595735803289366,0.25377742143970694,0.26333610507777383,0.18794055761270026,0.5353441057524613,0.5489212942726608,0.6451097443840691
0.1,0.38574349999834967,0.14707172026995988,0.24360324654718044,0.2522600841418637,0.18573630910506395,0.5329836474603242,0.5062575249387898,0.6137921219140805
0.1,0.3425715776539346,0.13923091013609318,0.2294421764776651,0.24102548939305418,0.18550407158882246,0.5495258988828216,0.47889969165721463,0.5854887799738996
0.1,0.31311488261916504,0.1398635790620321,0.21412723850778867,0.21291339512223054,0.18976964092080018,0.5575284346596331,0.44167209259588863,0.5722349627701232
0.1,0.3012274593076557,0.13048969101920488,0.1973030345665544,0.1993555169716626,0.19664875044179778,0.5546530749136802,0.4225814695965532,0.535206227387438
0.1,0.28527467624585195,0.12517373107954505,0.1964724353978659,0.19082304325939245,0.19686340718569156,0.5735204534328187,0.4288850506485705,0.5028794737353902
0.1,0.27930931779200896,0.11952955109087159,0.1803881086185387,0.17030043580423532,0.19667571390726396,0.5836455208941347,0.3992011272524714,0.4627479255804775
0.1,0.2575482839897844,0.10505655106587003,0.1653008555786331,0.15103675458515212,0.19769872524670526,0.5735482735584174,0.36699353477213204,0.39932720315341935
